Sample_ID	Well	Plate_ID	Group	Control	Flag	OD_Baseline	OD_Min	OD_Max	OD_Emp_AUC	Fold_Change	OD_Offset	MSE	dx_auc_lin	dx_auc_log	dx_k_lin	dx_k_log	dx_t_k	dx_gr	dx_dr	dx_td	dx_t_gr	dx_t_dr	dx_death_lin	dx_death_log	dx_lagC	dx_lagP	dx_t0	dx_tf	K_Error > 20%
120	C1	220628_Cstr	1	0	0	0.073	0.071	0.112	0.0395		0.073	2.1112358561367203e-06	0.0037482036194152607	0.0033967674999670116	0.2715143591601421	0.2402085989032879	0.041666666666666664	15.564244637312438	-0.6477809780621187	0.04453458530831952	0.029166666666666667	0.041666666666666664	0.0	0.0	0.02173998697378782	0.0	0.0	0.04583333333333333	FALSE
120	C1	220628_Cstr	1	0	0	0.073	0.071	0.112	0.0395		0.073	2.1112358561367203e-06	0.0010159812122339823	0.0008674592397080656	0.1532659150656288	0.14259784354754612	0.08333333333333333	14.219045271838588	-0.38879140017831554	0.048747800383810026	0.06666666666666667	0.08333333333333333	0.0	0.0	0.06673436835080407	0.058333333333333334	0.04583333333333333	0.0875	FALSE
120	C1	220628_Cstr	1	0	0	0.073	0.071	0.112	0.0395		0.073	2.1112358561367203e-06	0.0006207623399147392	0.000501616759221063	0.06709327308327406	0.06493838469705077	0.1375	3.8877151639190637	-2.443792817287689	0.1782916575249327	0.10416666666666667	0.18333333333333332	0.10267386112793186	0.10116738904370054	0.09797778348811019	0.0875	0.0875	0.30416666666666664	FALSE
120	C1	220628_Cstr	1	0	0	0.073	0.071	0.112	0.0395		0.073	2.1112358561367203e-06	-0.00012953271950142992	-0.00013918621247629778	0.03435183137063813	0.03377498065752482	0.39166666666666666	2.6990426240904384	2.6990426240904384	0.25681223941156983	0.39166666666666666	0.39166666666666666	0.0	0.0	0.3791529774214267	0.3125	0.30416666666666664	0.3958333333333333	FALSE
122	C3	220628_Cstr	1	0	0	0.082	0.08	0.165	0.054283333333333336		0.082	7.857482853949532e-06	0.023214325025624035	0.019298394146392187	0.6104292848854709	0.47650078002998436	0.09583333333333334	12.445745855333834	0.6940112957027589	0.05569350271304836	0.058333333333333334	0.09583333333333334	0.0	0.0	0.04089220838281661	0.0	0.0	0.1	FALSE
122	C3	220628_Cstr	1	0	0	0.082	0.08	0.165	0.054283333333333336		0.082	7.857482853949532e-06	0.008875078655877347	0.008457144718801112	0.11799693675098766	0.11153863479264892	0.18333333333333332	2.7829954655762164	-1.482971240645553	0.2490651490933816	0.12916666666666668	0.20833333333333334	0.01997962874456971	0.0180325286178743	0.11097468276829846	0.1	0.1	0.2125	FALSE
122	C3	220628_Cstr	1	0	0	0.082	0.08	0.165	0.054283333333333336		0.082	7.857482853949532e-06	0.006247703027516528	0.005864973937597543	0.12371153511057775	0.11663707717277372	0.39166666666666666	2.0633873406941263	0.736356230074676	0.33592683588277206	0.2875	0.39166666666666666	0.0	0.0	0.2855813289552826	0.2375	0.2125	0.3958333333333333	FALSE
124	C5	220628_Cstr	1	0	0	0.079	0.077	0.101	0.03528333333333333		0.079	4.338682958168707e-06	0.019940496866591786	0.01807000577702046	0.27494182622531516	0.24290055107952055	0.1125	3.885863539894844	-3.216044099833257	0.1783766139607421	0.075	0.14166666666666666	0.06287269132857487	0.05057162306522042	0.037778636591331446	0.0	0.0	0.14583333333333334	FALSE
124	C5	220628_Cstr	1	0	0	0.079	0.077	0.101	0.03528333333333333		0.079	4.338682958168707e-06	-0.012142606060327969	-0.01257536914480956	0.006994431716175198	0.006970084144349853	0.39166666666666666	0.9799698760666521	0.21686282810429502	0.7073147833299329	0.22083333333333333	0.39166666666666666	0.0	0.0	0.30772938752432766	0.19166666666666668	0.14583333333333334	0.3958333333333333	FALSE
126	C7	220628_Cstr	1	0	0	0.074	0.072	0.09	0.03210833333333333		0.074	1.8205353892637133e-06	0.012811853130654005	0.012112209714446615	0.1435170059926163	0.13410860624822135	0.1125	1.8372725808876906	-0.7132580628974005	0.37726964837468296	0.05	0.14166666666666666	0.01482636395862924	0.013050369227231157	0.015538547757278032	0.0	0.0	0.14583333333333334	TRUE
126	C7	220628_Cstr	1	0	0	0.074	0.072	0.09	0.03210833333333333		0.074	1.8205353892637133e-06	8.520262482883018e-05	3.7361454731646594e-05	0.03595833673499693	0.03532692752186653	0.38333333333333336	0.5283156789980888	-0.14168534798660523	1.3119943399644074	0.3333333333333333	0.39166666666666666	0.0005247663896519317	0.0005066799759959051	0.3001391467456832	0.1875	0.14583333333333334	0.3958333333333333	TRUE
132	D1	220628_Cstr	1	0	0	0.07	0.07	0.149	0.047075000000000006		0.07	1.9371162882030243e-06	0.0081763197078399	0.007527395236215	0.22263774896173727	0.20101061410650178	0.09166666666666666	4.999271807206719	-0.28394822162172073	0.13864962884409213	0.058333333333333334	0.09583333333333334	0.0001317542582968123	0.00010776810873849851	0.03956077626926663	0.0	0.0	0.1	FALSE
