Sample_ID	Well	Plate_ID	Group	Control	Flag	OD_Baseline	OD_Min	OD_Max	OD_Emp_AUC	Fold_Change	OD_Offset	MSE	dx_auc_lin	dx_auc_log	dx_k_lin	dx_k_log	dx_t_k	dx_gr	dx_dr	dx_td	dx_t_gr	dx_t_dr	dx_death_lin	dx_death_log	dx_lagC	dx_lagP	dx_t0	dx_tf	K_Error > 20%
132	D1	220628_Cstr	1	0	0	0.07	0.07	0.149	0.047075000000000006		0.07	1.9371162882030243e-06	0.15788468847917794	0.12228749700559188	0.7357856824792322	0.5514601538239192	0.36666666666666664	10.678458636047727	-0.6409152058845523	0.06491078948604613	0.15	0.39166666666666666	0.013331876758821304	0.007710248437269085	0.1284812202313956	0.10833333333333334	0.1	0.3958333333333333	FALSE
133	D2	220628_Cstr	1	0	0	0.07	0.07	0.129	0.03309166666666667		0.07	6.782805516109339e-07	0.006230233166536714	0.0058815922857418535	0.1870481507949544	0.1714696799226949	0.2791666666666667	4.555267994682744	0.6354616520329256	0.15216386420492484	0.25833333333333336	0.2791666666666667	0.0	0.0	0.23484485488433648	0.0	0.0	0.2833333333333333	FALSE
133	D2	220628_Cstr	1	0	0	0.07	0.07	0.129	0.03309166666666667		0.07	6.782805516109339e-07	0.03513270982110666	0.029169772944901407	0.5476544628574622	0.4367405350429552	0.39166666666666666	11.037252861258695	0.038659277864529114	0.06280069771645137	0.31666666666666665	0.39166666666666666	0.0	0.0	0.30208211806595814	0.2833333333333333	0.2833333333333333	0.3958333333333333	FALSE
137	D6	220628_Cstr	1	0	0	0.073	0.071	0.179	0.05237916666666666		0.073	5.376896794064064e-06	0.0042836303350316605	0.0039016928971259456	0.16822485011201693	0.15548537453617017	0.075	5.894744243066647	-1.3491294229545485	0.11758732049744476	0.04583333333333333	0.08333333333333333	0.006180921303632125	0.005304912338763235	0.037720508706325526	0.016666666666666666	0.0	0.0875	FALSE
137	D6	220628_Cstr	1	0	0	0.073	0.071	0.179	0.05237916666666666		0.073	5.376896794064064e-06	0.034503277228414196	0.027555101633860764	0.7225550391765554	0.5438086764730139	0.2	10.034226791933362	1.761973884099384	0.06907828524637044	0.14583333333333334	0.2	0.0	0.0	0.1218355018231232	0.10416666666666667	0.0875	0.20416666666666666	FALSE
137	D6	220628_Cstr	1	0	0	0.073	0.071	0.179	0.05237916666666666		0.073	5.376896794064064e-06	0.0231874504818264	0.02165755868005648	0.1937625325184773	0.17711011120249243	0.39166666666666666	1.9510543333151573	-0.023191962497654935	0.35526800495718436	0.22916666666666666	0.39166666666666666	0.0	0.0	0.20586952672956432	0.20416666666666666	0.20416666666666666	0.3958333333333333	FALSE
145	E2	220628_Cstr	1	0	0	0.071	0.07	0.093	0.030695833333333332		0.071	1.4596977314347554e-05	0.012799234932337495	0.012041626159481797	0.13955297193156913	0.13063605561878783	0.2375	1.5541255909575695	-0.4483526098255151	0.44600461159182436	0.1625	0.26666666666666666	0.00947501592990374	0.008349437661981235	0.12325708260660319	0.0	0.0	0.2708333333333333	TRUE
145	E2	220628_Cstr	1	0	0	0.071	0.07	0.093	0.030695833333333332		0.071	1.4596977314347554e-05	0.0008615083858301033	0.0008382604782782206	0.046805379396484215	0.04574303055679421	0.39166666666666666	0.9432105192750712	0.7087634845758292	0.734880672336735	0.36666666666666664	0.39166666666666666	0.0	0.0	0.3410244018510996	0.2833333333333333	0.2708333333333333	0.3958333333333333	TRUE
146	E3	220628_Cstr	1	0	0	0.102	0.081	0.252	0.07046666666666666		0.102	0.00010930781303045348	0.03577110199711352	0.02715571635248	0.7319019422393918	0.5492201932023106	0.13333333333333333	11.417436397512425	0.023334184259411375	0.06070952851648596	0.06666666666666667	0.13333333333333333	0.0	0.0	0.05224411002902399	0.025	0.0	0.1375	FALSE
146	E3	220628_Cstr	1	0	0	0.102	0.081	0.252	0.07046666666666666		0.102	0.00010930781303045348	0.05432848806188262	0.04725258442010664	0.38422951625390644	0.3251436788898748	0.32083333333333336	4.099463826449871	-2.693456348356474	0.16908239952935736	0.26666666666666666	0.39166666666666666	0.05012773206503529	0.036885434315481525	0.21693835467567832	0.1375	0.1375	0.3958333333333333	FALSE
147	E4	220628_Cstr	1	0	0	0.103	0.1	0.242	0.07539166666666666		0.103	1.9940185344952943e-05	0.09193116774994534	0.06897012988209021	0.9130497181610875	0.6486986797498149	0.175	11.017865922652593	-1.8635275958756132	0.06291120126401642	0.06666666666666667	0.1875	0.026047393617638193	0.013709181491638356	0.044181618904012857	0.0	0.0	0.19166666666666668	FALSE
147	E4	220628_Cstr	1	0	0	0.103	0.1	0.242	0.07539166666666666		0.103	1.9940185344952943e-05	0.02853840297739047	0.0260871843577922	0.20301819219793016	0.1848335592372442	0.39166666666666666	5.247336803660576	-0.12176661393797006	0.13209504297044575	0.24166666666666667	0.39166666666666666	0.0	0.0	0.2279052969610012	0.20833333333333334	0.19166666666666668	0.3958333333333333	FALSE
148	E5	220628_Cstr	1	0	0	0.071	0.071	0.126	0.033699999999999994		0.071	2.1778776864940335e-05	0.020174369055850922	0.01886794822493353	0.19027992180824005	0.17418850787185905	0.22083333333333333	1.3328079226378151	0.25651150256524924	0.5200653213316058	0.10833333333333334	0.22083333333333333	0.0	0.0	0.04714973882556215	0.0	0.0	0.225	FALSE
148	E5	220628_Cstr	1	0	0	0.071	0.071	0.126	0.033699999999999994		0.071	2.1778776864940335e-05	0.018035679808262216	0.016390333320504602	0.3559175223995994	0.30447836347925183	0.39166666666666666	3.7115624132522225	3.7115624132522225	0.18675347559427982	0.39166666666666666	0.39166666666666666	0.0	0.0	0.3096315748163708	0.225	0.225	0.3958333333333333	FALSE
150	E7	220628_Cstr	1	0	0	0.094	0.091	0.195	0.05977916666666666		0.094	7.82299120260016e-06	0.11441623264795181	0.08910694631560823	0.7258860702928698	0.5457405825410575	0.2375	8.743129314902339	-1.2688689258183636	0.07927907224001614	0.075	0.25416666666666665	0.02022378329112784	0.011787109103946092	0.051290112269346586	0.0	0.0	0.25833333333333336	FALSE
150	E7	220628_Cstr	1	0	0	0.094	0.091	0.195	0.05977916666666666		0.094	7.82299120260016e-06	0.019480301106848313	0.017638823906603245	0.24105153681128	0.21595903381407988	0.3416666666666667	5.7985785591567645	-0.9062782421221335	0.11953743033546889	0.30833333333333335	0.39166666666666666	0.010862609531056888	0.008791276810120596	0.28995159423637223	0.2708333333333333	0.25833333333333336	0.3958333333333333	FALSE
151	E8	220628_Cstr	1	0	0	0.074	0.074	0.163	0.03707916666666666		0.074	2.0086942207085973e-05	0.011894771793263951	0.01118014292619914	0.18585384233928348	0.1704630571797624	0.17083333333333334	2.9869789818862493	-3.4507572876492314	0.23205626312182126	0.15	0.18333333333333332	0.02963848709672412	0.02531101081762724	0.10623871657198619	0.0	0.0	0.1875	FALSE
151	E8	220628_Cstr	1	0	0	0.074	0.074	0.163	0.03707916666666666		0.074	2.0086942207085973e-05	0.021132305178261326	0.017734196433613746	0.5326911571066253	0.4270251165186574	0.3458333333333333	9.058180264359562	0.29318268237145473	0.07652168099228622	0.30833333333333335	0.3458333333333333	0.0	0.0	0.2831370764304465	0.20833333333333334	0.1875	0.35	FALSE
151	E8	220628_Cstr	1	0	0	0.074	0.074	0.163	0.03707916666666666		0.074	2.0086942207085973e-05	0.002102538222199155	0.0020005884570473234	0.15389272117791641	0.14314120118049112	0.39166666666666666	6.843750683770365	6.705844653229735	0.10128176968861702	0.3875	0.39166666666666666	0.0	0.0	0.37073483521164385	0.35	0.35	0.3958333333333333	FALSE
157	F2	220628_Cstr	1	0	0	0.089	0.088	0.623	0.1268375		0.089	0.0017895779131135896	0.0173542175214399	0.011515583534070362	0.8290623099021017	0.6038034365715208	0.12916666666666668	20.798235602607715	7.4474318269440385	0.03332721072132856	0.0	0.12916666666666668	0.0	0.0	0.0	0.0	0.0	0.13333333333333333	FALSE
157	F2	220628_Cstr	1	0	0	0.089	0.088	0.623	0.1268375		0.089	0.0017895779131135896	0.01033167955942829	0.009190629478096641	0.36520039712750196	0.31130122894364975	0.18333333333333332	7.27382939951165	3.962957311748004	0.09529329634902928	0.13333333333333333	0.18333333333333332	0.0	0.0	0.13333333333333333	0.13333333333333333	0.13333333333333333	0.1875	FALSE
157	F2	220628_Cstr	1	0	0	0.089	0.088	0.623	0.1268375		0.089	0.0017895779131135896	0.015862276665822912	0.013818720705459985	0.461096457637475	0.3791871522439003	0.25833333333333336	6.689624297538368	4.076079419692206	0.10361526294010381	0.225	0.25833333333333336	0.0	0.0	0.19613111196654487	0.1875	0.1875	0.2625	FALSE
157	F2	220628_Cstr	1	0	0	0.089	0.088	0.623	0.1268375		0.089	0.0017895779131135896	0.002761229066327529	0.0011492300236897498	0.2131236724266321	0.19319858059876216	0.3125	4.7824256486500705	-10.082020390452806	0.1449363213321673	0.2875	0.35	0.4493736323200369	0.4627132965823686	0.265105239881813	0.2625	0.2625	0.3958333333333333	FALSE
159	F4	220628_Cstr	1	0	0	0.086	0.085	0.697	0.13811666666666667		0.086	0.0009800491199837065	0.12339449870367702	0.07589836301851448	2.221307995592829	1.1697874868868847	0.18333333333333332	13.425588888991049	2.909151064624416	0.05162881019903152	0.12083333333333333	0.18333333333333332	0.0	0.0	0.07586980049667463	0.0	0.0	0.1875	FALSE
159	F4	220628_Cstr	1	0	0	0.086	0.085	0.697	0.13811666666666667		0.086	0.0009800491199837065	0.13678606153354633	0.09794336884411249	1.1586696904134302	0.7694921478937178	0.3333333333333333	10.836651356100532	-24.607501350537177	0.06396322607257597	0.24583333333333332	0.39166666666666666	1.0802366377934491	0.6939830375028038	0.2112813416225845	0.1875	0.1875	0.3958333333333333	FALSE
160	F5	220628_Cstr	1	0	0	0.08	0.08	0.405	0.059720833333333334		0.08	2.1803753026819907e-05	0.07170163424968448	0.047653634646983946	2.1119562857405305	1.135251559218941	0.3125	25.136099980025588	8.397843755370483	0.027575764780962637	0.2791666666666667	0.3125	0.0	0.0	0.25637827571412375	0.0	0.0	0.31666666666666665	FALSE
160	F5	220628_Cstr	1	0	0	0.08	0.08	0.405	0.059720833333333334		0.08	2.1803753026819907e-05	0.025628277874787248	0.021429939084220195	0.5634696214671724	0.44690746790107627	0.39166666666666666	9.154604493123667	0.7523658538136909	0.07571568832717913	0.3333333333333333	0.39166666666666666	0.0	0.0	0.3177506988856318	0.31666666666666665	0.31666666666666665	0.3958333333333333	FALSE
161	F6	220628_Cstr	1	0	0	0.081	0.08	0.422	0.06282083333333334		0.081	3.782348385046116e-05	0.07786970129899577	0.049081774434895635	2.277340249719624	1.187032193963502	0.30833333333333335	24.09351863627342	6.912155288889104	0.028769030834557896	0.2708333333333333	0.30833333333333335	0.0	0.0	0.24737570633087919	0.0	0.0	0.3125	FALSE
161	F6	220628_Cstr	1	0	0	0.081	0.08	0.422	0.06282083333333334		0.081	3.782348385046116e-05	0.0243678464202102	0.020591003338707187	0.5268952744816766	0.423236441357872	0.39166666666666666	7.920546018900589	1.6386094919668142	0.08751255013302195	0.3375	0.39166666666666666	0.0	0.0	0.31622655197070126	0.3125	0.3125	0.3958333333333333	FALSE
182	H3	220628_Cstr	1	0	0	0.097	0.097	0.586	0.14870833333333333		0.097	0.0003271390556846099	0.09912642201882683	0.059110339185643665	2.644694825718458	1.2932726378728372	0.12916666666666668	24.956603713849475	4.797240836154667	0.027774098932191186	0.09166666666666666	0.12916666666666668	0.0	0.0	0.06298966182580786	0.0	0.0	0.13333333333333333	FALSE
182	H3	220628_Cstr	1	0	0	0.097	0.097	0.586	0.14870833333333333		0.097	0.0003271390556846099	0.08488319915596243	0.07189368042838452	0.5215243144816677	0.4197126708263903	0.2625	6.218481529697702	-4.548414119079796	0.11146566525118248	0.1625	0.39166666666666666	0.37079209395114243	0.27931421756246966	0.13959424570142773	0.13333333333333333	0.13333333333333333	0.3958333333333333	FALSE
