Sample_ID	Well	Plate_ID	Group	Control	Flag	OD_Baseline	OD_Min	OD_Max	OD_Emp_AUC	Fold_Change	OD_Offset	auc_lin	auc_log	k_lin	k_log	death_lin	death_log	gr	dr	td	lagC	lagP	t_k	t_gr	t_dr	diauxie	MSE	K_Error > 20%
135	D4	220628_Cstr	1	0	0	0.085	0.083	0.245	0.07702083333333333		0.085	0.042611196568239085	0.3073196258780042	0.15133129673441442	1.0265553252118647	0.009319346971463194	0.04006924088517749	11.363313878657207	-1.0639746334486215	0.060998682951267195	0.03413493128820024	0.0125	0.3125	0.06666666666666667	0.35	0.0	2.1879985951214747e-05	FALSE
136	D5	220628_Cstr	1	0	0	0.071	0.071	0.159	0.04553333333333333		0.071	0.017173159391357686	0.16834226215983306	0.08763648406899448	0.8031934025642657	0.0007935397089925411	0.005018537322383665	10.045773458260095	-0.9872759281599552	0.06899888629182732	0.1432657262035384	0.0	0.38333333333333336	0.18333333333333332	0.3958333333333333	0.0	2.0894665096001233e-06	FALSE
137	D6	220628_Cstr	1	0	0	0.073	0.071	0.179	0.05237916666666666		0.073	0.0227205594267859	0.212639916160092	0.10308255335181549	0.886738816325213	0.00018222520093999495	0.0010289712060316258	10.034226791933362	-0.48837969199899794	0.06907828524637044	0.1060234105784504	0.016666666666666666	0.39166666666666666	0.14583333333333334	0.3958333333333333	1.0	5.376896794064064e-06	FALSE
138	D7	220628_Cstr	1	0	0	0.07	0.07	0.146	0.04224583333333334		0.07	0.01427631225945769	0.14751670010124623	0.07388709567143227	0.7199074074460894	0.0	0.0	8.24090701428778	0.22373683933763944	0.0841105450356608	0.1426818137591851	0.0	0.3958333333333333	0.18333333333333332	0.3958333333333333	0.0	1.7982930204418932e-06	FALSE
139	D8	220628_Cstr	1	0	0	0.079	0.075	0.19	0.05906666666666667		0.079	0.027075628140315812	0.23030487542386846	0.10946058129229028	0.8745544367097997	0.0001989166411207055	0.0010506498083624471	9.110172694754242	-0.5003617379171144	0.07608496609060644	0.07235169124698715	0.0	0.39166666666666666	0.1125	0.3958333333333333	0.0	1.6955949387492394e-06	FALSE
140	D9	220628_Cstr	1	0	0	0.071	0.07	0.155	0.04649166666666667		0.071	0.01820720287674504	0.17790614638954824	0.0836927511624569	0.7767770140638568	0.001313557382964542	0.008544661420862631	9.225316377628205	-1.246617029260515	0.07513532893471897	0.12405809713817903	0.0	0.37916666666666665	0.15833333333333333	0.3958333333333333	0.0	1.995678515100986e-06	FALSE
141	D10	220628_Cstr	1	0	0	0.072	0.071	0.072	0.028783333333333327		0.072	-4.302434577242257e-09	-0.00017669026724323066	0.0	-0.0004415762120228082	0.0	0.0	-3.320769019488993e-07	-9.682118840872478e-07	-2087309.2241344997	-1330.1200650580417	0.0	0.0	0.3958333333333333	0.0	0.0	4.002761507883828e-08	FALSE
142	D11	220628_Cstr	1	0	0	0.078	0.071	0.078	0.030175		0.078	-0.0010257715975690188	-0.013628287057513816	6.985784810677187e-05	0.0009691936627674783	0.006874081120841535	0.09216339555968593	0.7339694243172992	-3.833031768156178	0.9443815472349892	0.5200812909124145	0.0	0.041666666666666664	0.3958333333333333	0.2833333333333333	0.0	1.9306905975468065e-07	TRUE
143	D12	220628_Cstr	1	0	0	0.071	0.071	0.072	0.028491666666666658		0.071	6.0610032911129724e-05	0.0012701672582804031	0.0009892585636855217	0.014880464087943442	0.0010628901984205963	0.014859019400877908	0.29321995079405655	-0.26224978817190053	2.3639154794305868	0.09129652294639909	0.0	0.15833333333333333	0.11666666666666667	0.19583333333333333	0.0	4.4483239950403626e-08	FALSE
144	E1	220628_Cstr	1	0	0	0.069	0.069	0.087	0.029079166666666663		0.069	0.0012606255412691012	0.01999015060678277	0.007968696669133815	0.11531494365262973	0.001798951117481934	0.023506282644356946	0.848098331956467	-0.5905462891880436	0.8172957715421195	0.15167602729780505	0.0	0.325	0.22083333333333333	0.3958333333333333	0.0	8.059702115776131e-06	TRUE
