,mean,double_std,sem
0,0.00044444444444444176,0.002199887763691479,0.0007777777777777771
1,0.00022222222222222088,0.0022662308949301345,0.0008012336167697782
2,-0.00011111111111111738,0.0022662308949301345,0.0008012336167697782
3,0.0001111111111111035,0.0027397395568751065,0.0009686442096757074
4,-0.0005555555555555591,0.00174977952755818,0.0006186404847588914
5,0.0,0.0016329931618554536,0.0005773502691896263
6,-0.00011111111111111276,0.0021998877636914913,0.0007777777777777814
7,0.0,0.0021773242158072787,0.0007698003589195044
8,0.0,0.0021773242158072787,0.0007698003589195044
9,0.00011111111111110812,0.00245452467048606,0.0008678055195451845
10,0.00044444444444444636,0.00245452467048606,0.0008678055195451845
11,0.0005555555555555591,0.0027397395568751065,0.0009686442096757074
12,0.0010000000000000009,0.003569417423157566,0.0012619796324000636
13,0.0012222222222222218,0.0038232556742411666,0.0013517250067329376
14,0.0020000000000000018,0.004650766563656967,0.0016442942874387496
15,0.002222222222222218,0.0051735318785879145,0.0018291197370171465
16,0.003555555555555557,0.006261779023824622,0.0022138732050190355
17,0.004777777777777779,0.007894364297036275,0.0027910792637956617
18,0.00677777777777779,0.010071350394333031,0.003560760079769348
19,0.008222222222222228,0.012523558047649232,0.004427746410038067
20,0.01077777777777778,0.016332955400011524,0.005774571760082794
21,0.014000000000000007,0.019329501535984568,0.006834010806525237
22,0.01822222222222222,0.02504711609529843,0.008855492820076121
23,0.024999999999999998,0.032673468679580916,0.01155181563410897
24,0.03266666666666667,0.04189227808275606,0.014811156955834695
25,0.042,0.05584369721390695,0.01974372849324096
26,0.058000000000000024,0.08154253604828089,0.028829640097443963
27,0.08955555555555557,0.13324589725692296,0.04710953875782811
28,0.10166666666666668,0.14247442915471878,0.050372317500491995
29,0.14044444444444446,0.20465134458269799,0.07235517676668529
30,0.1688888888888889,0.21285664334777987,0.07525618796591078
31,0.20666666666666667,0.251878277480744,0.08905241902011049
32,0.22911111111111113,0.23904274115472615,0.08451437163196374
33,0.2622222222222222,0.27152482095576774,0.09599852107914329
34,0.28444444444444444,0.2735583536277153,0.09671748345019256
35,0.32066666666666666,0.2635186408474248,0.09316790895613822
36,0.3342222222222222,0.2420757967208301,0.08558671871121758
37,0.35677777777777786,0.21672466460214815,0.07662373999527954
38,0.399,0.22354119679975482,0.07903374806583159
39,0.38633333333333325,0.15828619181254736,0.05596261979942341
40,0.4243333333333333,0.11902194008762507,0.04208061047296934
41,0.43566666666666665,0.13754137424655033,0.04862821921172626
42,0.45811111111111114,0.15826310333284643,0.05595445678914151
43,0.45566666666666666,0.07744819056777394,0.027382070370550484
44,0.4653333333333333,0.08291539641684764,0.029315019535561867
45,0.4812222222222222,0.10933107495409201,0.038654372247226586
46,0.48688888888888887,0.10979082243684142,0.03881691752856936
47,0.5252222222222223,0.1369296476116905,0.048411941185855345
48,0.4774444444444445,0.10637784973188855,0.03761024945673097
49,0.49100000000000005,0.12700072907343962,0.044901538371732344
50,0.48700000000000004,0.10100091675418199,0.03570921657147003
51,0.5177777777777778,0.11176474410426293,0.03951480422685177
52,0.5591111111111111,0.2177169983212719,0.07697458294627577
53,0.5038888888888889,0.13930444499391156,0.04925155885231164
54,0.5105555555555555,0.10215505039393633,0.036117264433002935
55,0.5691111111111111,0.17308900158339285,0.06119620338421308
56,0.5697777777777778,0.1251361727415182,0.04424231815862936
57,0.5845555555555556,0.22416946852166098,0.0792558756633254
58,0.5774444444444445,0.18180684364198654,0.06427842600268552
59,0.5933333333333334,0.1880449118931137,0.06648391618362379
60,0.5855555555555556,0.1641194987700828,0.0580250052526314
61,0.6193333333333334,0.15969229671349075,0.05645975295468177
62,0.609,0.17336495438065744,0.06129376743132968
63,0.5794444444444444,0.20721242157342068,0.07326065422032571
64,0.6187777777777779,0.18262475864223843,0.06456760262424167
65,0.5922222222222223,0.2172326510710535,0.07680334033373654
66,0.5795555555555555,0.21018322400781891,0.07431099149378996
67,0.5776666666666667,0.19137939824880343,0.0676628351405649
68,0.5625555555555556,0.1673535475469321,0.059168414163030494
69,0.5634444444444444,0.16915155013649819,0.05980410407486708
70,0.5508888888888889,0.14637175737834368,0.05175023110820945
71,0.523888888888889,0.1655216967613776,0.05852075710673675
72,0.5253333333333333,0.20941682694427258,0.07404002921343242
73,0.525,0.20896641587337184,0.07388078485215473
74,0.520888888888889,0.17421428553350785,0.06159405134015643
75,0.521,0.20076077527467584,0.07097965279649593
76,0.526,0.20093190296622798,0.0710401555720686
77,0.5367777777777779,0.21543708084373306,0.07616851039181906
78,0.5397777777777778,0.21853541679796834,0.07726393757363598
79,0.532,0.21827403774969562,0.07717152612488912
80,0.5314444444444445,0.2038222416048836,0.07206204459772803
81,0.524,0.20052449744127043,0.07089611596737341
82,0.523,0.1829122436822886,0.06466924393489625
83,0.516888888888889,0.16445315292256588,0.058142969809527316
84,0.5214444444444445,0.17934971699909186,0.06340970054697304
85,0.4978888888888888,0.12380909238834077,0.043773124400173766
86,0.5015555555555555,0.13024459421023074,0.04604841788947216
87,0.49666666666666676,0.1264102668122948,0.04469277843728722
88,0.49877777777777776,0.13308903545380701,0.04705407973548189
89,0.4961111111111111,0.12852362034915726,0.04543996174576723
90,0.4917777777777778,0.11566533247175875,0.0408938704694886
91,0.4957777777777778,0.11946836969685608,0.042238447174974186
92,0.4916666666666667,0.12258813911570672,0.04334145223087804
93,0.49433333333333335,0.12953592380322748,0.04579786506426304
94,0.5002222222222222,0.12271657599807519,0.04338686152611664
95,0.4953333333333334,0.12273307381226717,0.0433926943842616
