,mean,double_std,sem
0,0.009888888888888886,0.004629481479111025,0.0016367688736284667
1,0.010333333333333333,0.004650766563656954,0.0016442942874387448
2,0.011000000000000001,0.004650766563656956,0.0016442942874387455
3,0.011666666666666664,0.004650766563656956,0.0016442942874387455
4,0.01288888888888888,0.005717635702341609,0.00202148948874003
5,0.014222222222222214,0.0060205409707307055,0.002128582673407561
6,0.01555555555555555,0.006562143582325962,0.002320068113091236
7,0.017222222222222222,0.006562143582325961,0.002320068113091236
8,0.019111111111111103,0.007390350732584837,0.002612883559178854
9,0.021222222222222215,0.00818912256563922,0.0028952920490656355
10,0.023222222222222217,0.008982836858403436,0.0031759124284347663
11,0.02588888888888888,0.009818098681944228,0.0034712220781807344
12,0.029555555555555554,0.011159892915101968,0.003945617978792155
13,0.03355555555555555,0.012248456692907283,0.004330483393312247
14,0.03911111111111111,0.013611904738767612,0.00481253507282394
15,0.04633333333333332,0.016064684063935814,0.00567972351961424
16,0.05366666666666664,0.019051586888313595,0.0067357531405456295
17,0.06544444444444443,0.022319785830203956,0.007891235957584317
18,0.0782222222222222,0.025335282576081038,0.008957375056412142
19,0.09200000000000001,0.02614489540150346,0.00924361641590804
20,0.10766666666666665,0.0265050659029273,0.009370955917878118
21,0.1261111111111111,0.027163883065752552,0.009603882959576027
22,0.147,0.033603350802936076,0.01188057861167326
23,0.1632222222222222,0.03417745990315987,0.012083556830627833
24,0.17933333333333332,0.036664646408990455,0.012962910052802075
25,0.1911111111111111,0.033343702091036646,0.011788778929218039
26,0.2047777777777778,0.03240637035377726,0.0114573821153993
27,0.21966666666666668,0.023683092891108884,0.008373237791387003
28,0.23511111111111105,0.027703901762017345,0.009794808400624204
29,0.25222222222222224,0.029071219487134183,0.010278228218357544
30,0.26577777777777783,0.03277457611482066,0.011587562510652169
31,0.27888888888888885,0.022870542809366436,0.00808595795496012
32,0.29044444444444445,0.016691832851745695,0.005901454099950886
33,0.2975555555555555,0.015437648384851912,0.005458032929251171
34,0.3058888888888889,0.019324391290941895,0.006832204062063638
35,0.31722222222222224,0.016833241657249375,0.005951449662596455
36,0.32722222222222225,0.02273410447263846,0.008037719718403039
37,0.3324444444444445,0.013045031219057044,0.004612115017892726
38,0.3366666666666666,0.021834393528118397,0.007719623863414092
39,0.3482222222222222,0.029345115478885637,0.010375065074911177
40,0.35355555555555557,0.02724556822043391,0.009632763022974758
41,0.3663333333333334,0.032998316455372205,0.011666666666666665
42,0.37811111111111106,0.04056027369815364,0.014340222289373402
43,0.3873333333333333,0.04419150245113737,0.015624055527010586
44,0.40099999999999997,0.04466500826108689,0.01579146511158385
45,0.4095555555555556,0.050374400710217676,0.01781004017020168
46,0.41688888888888886,0.048050385078299285,0.01698837656374516
47,0.42988888888888893,0.04911764662396345,0.017365710501864546
48,0.43955555555555553,0.05080196360548321,0.017961206481514683
49,0.4467777777777777,0.05792033694738633,0.020477931512053307
50,0.4527777777777777,0.07139111539977991,0.02524057090782787
51,0.45922222222222225,0.07244785268056395,0.025614183956415383
52,0.4727777777777778,0.07465145347662583,0.0263932744893771
53,0.4725555555555556,0.07630219322770494,0.026976899125358215
54,0.47766666666666674,0.08206952788585664,0.02901595984843385
55,0.4857777777777777,0.08560431510988276,0.030265695856514063
56,0.4945555555555556,0.08901990344791727,0.03147328869429701
57,0.4942222222222223,0.09235412254261992,0.03265211316020997
58,0.4971111111111111,0.09541229571097998,0.03373334065290505
59,0.5035555555555555,0.1016695202999634,0.03594560362204374
60,0.508,0.10560022446665245,0.03733531740759576
61,0.5155555555555557,0.10877136514976367,0.038456484948158
62,0.5151111111111111,0.11330239229056652,0.040058444956659
63,0.5116666666666666,0.12148342365204484,0.04295087633305957
64,0.5056666666666668,0.12810528077703495,0.045292056371624055
65,0.5013333333333333,0.1330073793552935,0.04702520994498982
66,0.5005555555555555,0.13752557562365364,0.048622633555034434
67,0.5016666666666666,0.14490763341598747,0.05123258511706956
68,0.5033333333333333,0.151241773574876,0.053472041846737615
69,0.49877777777777776,0.14820839515716286,0.05239958062220266
70,0.49877777777777776,0.14912319871522908,0.05272301252188377
71,0.5004444444444444,0.15149363348885098,0.05356108777327799
72,0.49933333333333324,0.15179615961569665,0.053668046911167326
73,0.4984444444444444,0.15242176702075183,0.05388923253040485
74,0.5008888888888889,0.14976953488692857,0.0529515268668512
75,0.49933333333333324,0.15273894455961512,0.05400137172468999
76,0.5013333333333333,0.15462451532904067,0.05466802166342397
77,0.5013333333333333,0.15321251278558845,0.0541688033766601
78,0.4998888888888889,0.15540659534441653,0.054944528704575335
79,0.5006666666666667,0.15509423658609056,0.054834093206487695
80,0.5003333333333333,0.15414951856582,0.054500084947266464
81,0.5007777777777778,0.15572657265893572,0.05505765776903653
82,0.5002222222222222,0.15588631501795325,0.05511413522168855
83,0.5011111111111112,0.15810107721734212,0.05589717190664029
84,0.4992222222222222,0.15352677009499838,0.0542799101139207
85,0.49833333333333335,0.15509805739404808,0.054835444066095876
86,0.4988888888888889,0.15541803444934824,0.0549485730389093
87,0.49911111111111106,0.15529597388912839,0.05490541811398585
88,0.4982222222222223,0.15449255845277468,0.05462136786240803
89,0.5016666666666666,0.14520177531819495,0.05133657998391056
90,0.4981111111111111,0.15526448959242117,0.05489428673413457
91,0.49755555555555553,0.1554466285288544,0.054958682572669594
92,0.49733333333333335,0.15564061166674975,0.055027265968790415
93,0.49866666666666665,0.15886915184329342,0.05616872729487404
94,0.49922222222222223,0.15306482125613596,0.05411658653566027
95,0.4965555555555556,0.15779718190539388,0.0557897286887156
96,0.49866666666666665,0.15698926596945928,0.055504087270251586
97,0.4968888888888889,0.15779718190539377,0.055789728688715554
98,0.49722222222222223,0.1606065662910531,0.05678299606374522
99,0.496,0.15843774335213984,0.05601620136009597
100,0.4965555555555555,0.15783942457642594,0.05580466372828669
101,0.4971111111111111,0.15857731689021212,0.05606554805771852
102,0.4962222222222222,0.15739578170575422,0.05564781228714818
103,0.49833333333333324,0.15699681525432282,0.055506756345511644
104,0.49444444444444446,0.16146031121847076,0.057084840477535544
