,mean,double_std,sem
0,-0.0006666666666666626,0.001440164599646191,0.0005091750772173155
1,-0.0006666666666666626,0.001440164599646191,0.0005091750772173155
2,-0.0005555555555555545,0.0015713484026367694,0.0005555555555555546
3,-0.0005555555555555545,0.0015713484026367694,0.0005555555555555546
4,-0.0005555555555555545,0.0015713484026367694,0.0005555555555555546
5,-0.0008888888888888927,0.0015713484026367694,0.0005555555555555546
6,-0.0008888888888888927,0.0015713484026367694,0.0005555555555555546
7,-0.00044444444444444176,0.00174977952755818,0.0006186404847588914
8,-0.0007777777777777753,0.0021998877636914744,0.0007777777777777755
9,-0.0006666666666666673,0.0018856180831641283,0.0006666666666666673
10,-0.0007777777777777753,0.001749779527558185,0.000618640484758893
11,-0.0005555555555555545,0.002060804110110161,0.0007286042804780017
12,-0.0006666666666666673,0.0018856180831641283,0.0006666666666666673
13,-0.0006666666666666626,0.0019626135258506397,0.0006938886664887134
14,-0.0007777777777777753,0.001749779527558185,0.000618640484758893
15,-0.0008888888888888835,0.002060804110110153,0.0007286042804779989
16,-0.0006666666666666673,0.0018856180831641283,0.0006666666666666673
17,-0.0007777777777777753,0.001749779527558185,0.000618640484758893
18,-0.0009999999999999916,0.0018856180831641283,0.0006666666666666674
19,-0.0005555555555555545,0.002060804110110161,0.0007286042804780017
20,-0.0002222222222222255,0.0025141574442188335,0.0008888888888888883
21,-0.00033333333333333826,0.002372684056006954,0.0008388704928078596
22,-0.00033333333333334286,0.0018856180831641283,0.0006666666666666674
23,-0.00033333333333333826,0.0019626135258506397,0.0006938886664887134
24,0.0001111111111111035,0.002572408200620054,0.0009094836413191625
25,-0.00011111111111111738,0.0022662308949301345,0.0008012336167697782
26,-0.0002222222222222255,0.0021998877636914913,0.0007777777777777814
27,-0.0002222222222222255,0.0025724082006200496,0.000909483641319161
28,-0.00011111111111111738,0.0027932900199947796,0.0009875771574795078
29,-0.00011111111111111738,0.00174977952755818,0.0006186404847588914
30,-0.00011111111111111738,0.002199887763691488,0.0007777777777777801
31,-0.00033333333333333826,0.002372684056006954,0.0008388704928078596
32,-0.00033333333333333826,0.0019626135258506397,0.0006938886664887134
33,-0.0002222222222222255,0.0011331154474650581,0.0004006168083848859
34,0.000333333333333329,0.0009428090415820641,0.00033333333333333365
35,-9.25185853854297e-18,0.0009428090415820641,0.0003333333333333337
36,-0.00011111111111111738,0.0012570787221094103,0.00044444444444444176
37,-0.000444444444444451,0.001749779527558185,0.000618640484758893
38,-4.625929269271485e-18,0.0019626135258506362,0.0006938886664887122
39,0.00044444444444444636,0.002060804110110161,0.0007286042804780017
40,0.0006666666666666673,0.0024944382578492965,0.0008819171036881976
41,0.0008888888888888835,0.00174977952755818,0.0006186404847588914
42,0.000666666666666658,0.0018856180831641283,0.0006666666666666673
43,0.0014444444444444426,0.0011331154474650672,0.0004006168083848891
